company_name,rating,bio,salary,job,founded_in,field,other,city
Shriram Finance,4.0,NBFC |  +1109 other locations,15300.0,8.0,1979 (47 yrs old),NBFC,+1109 other locations,bangalore
Bajaj Finance,3.9,NBFC |  +965 other locations,22700.0,7000.0,1987 (39 yrs old),NBFC,+965 other locations,bangalore
Equitas Small Finance Bank,4.4,Banking |  +479 other locations,13400.0,15.0,,Banking,+479 other locations,bangalore
Sutherland Global Services,3.4,BPO |  +82 other locations,34400.0,250.0,,BPO,+82 other locations,bangalore
EXL Service,3.6,Analytics & KPO |  +63 other locations,44100.0,1500.0,,Analytics & KPO,+63 other locations,bangalore
Cipla,4.1,Pharma |  +291 other locations,26000.0,66.0,1935 (91 yrs old),Pharma,+291 other locations,bangalore
Samsung,3.9,Consumer Electronics & Appliances |  +578 other locations,26200.0,27.0,1969 (57 yrs old),Consumer Electronics & Appliances,+578 other locations,bangalore
Ericsson,3.9,Telecom |  +162 other locations,42500.0,70.0,,Telecom,+162 other locations,bangalore
Wells Fargo,3.7,Financial Services |  +28 other locations,55200.0,168.0,,Financial Services,+28 other locations,bangalore
Dr. Reddy's,4.0,Pharma |  +213 other locations,23900.0,76.0,,Pharma,+213 other locations,bangalore
Optum Global Solutions,4.0,IT Services & Consulting |  +68 other locations,48400.0,73.0,2002 (24 yrs old),IT Services & Consulting,+68 other locations,bangalore
Delhivery,3.8,Logistics |  +751 other locations,21300.0,179.0,2011 (15 yrs old),Logistics,+751 other locations,bangalore
ICICI Prudential Life Insurance,4.0,Insurance |  +505 other locations,22500.0,513.0,2000 (26 yrs old),Insurance,+505 other locations,bangalore
JPMorgan Chase & Co.,3.8,Financial Services |  +55 other locations,23900.0,76.0,,Financial Services,+55 other locations,bangalore
JSW Steel,3.9,Iron & Steel |  +193 other locations,30400.0,108.0,1982 (44 yrs old),Iron & Steel,+193 other locations,bangalore
HGS,3.7,BPO |  +121 other locations,20900.0,18.0,2000 (26 yrs old),BPO,+121 other locations,bangalore
Jana Small Finance Bank,3.8,Banking |  +419 other locations,14200.0,54.0,2006 (20 yrs old),Banking,+419 other locations,bangalore
Sun Pharmaceutical Industries,4.1,Pharma |  +264 other locations,23500.0,287.0,,Pharma,+264 other locations,bangalore
Ujjivan Small Finance Bank,4.0,Banking |  +533 other locations,12800.0,136.0,2017 (9 yrs old),Banking,+533 other locations,bangalore
Hexaware Technologies,3.4,IT Services & Consulting |  +67 other locations,53100.0,636.0,1990 (36 yrs old),IT Services & Consulting,+67 other locations,bangalore
Amazon Development Centre India,3.8,Internet |  +146 other locations,23900.0,76.0,,Internet,+146 other locations,bangalore
Lupin,4.1,Pharma |  +202 other locations,22500.0,33.0,,Pharma,+202 other locations,bangalore
L&T Construction,4.0,Engineering & Construction |  +433 other locations,23900.0,76.0,,Engineering & Construction,+433 other locations,bangalore
Zydus Lifesciences,3.9,Pharma |  +177 other locations,19900.0,21.0,1952 (74 yrs old),Pharma,+177 other locations,bangalore
Ekart Logistics,3.9,Logistics |  +736 other locations,15800.0,76.0,2009 (17 yrs old),Logistics,+736 other locations,bangalore
Hindustan Unilever,4.2,FMCG |  +531 other locations,20000.0,48.0,1872 (154 yrs old),FMCG,+531 other locations,bangalore
KPMG India,3.4,Management Consulting |  +111 other locations,64700.0,61.0,1993 (33 yrs old),Management Consulting,+111 other locations,bangalore
ITC,3.9,FMCG |  +375 other locations,24400.0,77.0,1910 (116 yrs old),FMCG,+375 other locations,bangalore
Axis Max Life Insurance,4.0,Insurance |  +494 other locations,20000.0,143.0,2000 (26 yrs old),Insurance,+494 other locations,bangalore
Megha Engineering & Infrastructures,3.9,Engineering & Construction |  +405 other locations,23900.0,76.0,,Engineering & Construction,+405 other locations,bangalore
Tata Projects,4.2,Engineering & Construction |  +285 other locations,22100.0,29.0,,Engineering & Construction,+285 other locations,bangalore
Coforge,3.2,IT Services & Consulting |  +104 other locations,48500.0,128.0,,IT Services & Consulting,+104 other locations,bangalore
FIS,3.8,FinTech |  +61 other locations,38700.0,122.0,,FinTech,+61 other locations,bangalore
L&T Technology Services,3.1,IT Services & Consulting |  +92 other locations,23900.0,76.0,,IT Services & Consulting,+92 other locations,bangalore
Bajaj Life Insurance,3.9,Insurance |  +607 other locations,23900.0,76.0,,Insurance,+607 other locations,bangalore
Cholamandalam Investment & Finance,3.8,Financial Services |  +840 other locations,23900.0,76.0,,Financial Services,+840 other locations,bangalore
IIFL Finance,4.0,NBFC |  +801 other locations,14200.0,73.0,1995 (31 yrs old),NBFC,+801 other locations,bangalore
Oracle,3.5,Software Product |  +56 other locations,62500.0,1200.0,1977 (49 yrs old),Software Product,+56 other locations,bangalore
Indian Army,4.7,Defence & Aerospace |  +364 other locations,9600.0,76.0,1895 (131 yrs old),Defence & Aerospace,+364 other locations,bangalore
Omega Healthcare,3.8,BPO |  +69 other locations,26200.0,129.0,2003 (23 yrs old),BPO,+69 other locations,bangalore
Muthoot Finance,3.7,NBFC |  +783 other locations,13000.0,93.0,,NBFC,+783 other locations,bangalore
JLL,4.1,Real Estate |  +85 other locations,24200.0,241.0,1999 (27 yrs old),Real Estate,+85 other locations,bangalore
eClerx,3.1,IT Services & Consulting |  +32 other locations,31700.0,233.0,2000 (26 yrs old),IT Services & Consulting,+32 other locations,bangalore
HCL Group,3.5,IT Services & Consulting |  +97 other locations,370000.0,165.0,,IT Services & Consulting,+97 other locations,bangalore
Piramal Finance,4.2,NBFC |  +424 other locations,12700.0,5.0,10k-50k,NBFC,+424 other locations,bangalore
Virtusa Consulting Services,3.7,IT Services & Consulting |  +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,+55 other locations,bangalore
DMart,3.9,Retail |  +246 other locations,18500.0,177.0,2002 (24 yrs old),Retail,+246 other locations,bangalore
HSBC Group,3.9,Financial Services |  +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,+63 other locations,bangalore
Indiamart Intermesh,3.5,Internet |  +173 other locations,20000.0,532.0,1996 (30 yrs old),Internet,+173 other locations,bangalore
Udaan,3.9,Internet |  +368 other locations,15600.0,5.0,,Internet,+368 other locations,bangalore
SMFG India Credit,3.9,NBFC |  +594 other locations,11000.0,81.0,2007 (19 yrs old),NBFC,+594 other locations,bangalore
Aurobindo Pharma,4.0,Pharma |  +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,+115 other locations,bangalore
Access Healthcare,3.7,BPO |  +64 other locations,28400.0,503.0,2011 (15 yrs old),BPO,+64 other locations,bangalore
Siemens,3.9,Industrial Automation |  +152 other locations,33500.0,134.0,,Industrial Automation,+152 other locations,bangalore
BigBasket,3.9,Internet |  +138 other locations,19100.0,104.0,,Internet,+138 other locations,bangalore
Manappuram Finance,3.9,NBFC |  +649 other locations,9100.0,6.0,1949 (77 yrs old),NBFC,+649 other locations,bangalore
Firstsource Solutions,3.5,BPO |  +74 other locations,24000.0,139.0,2001 (25 yrs old),BPO,+74 other locations,bangalore
Shapoorji Pallonji Group,4.1,Engineering & Construction |  +188 other locations,23900.0,76.0,,Engineering & Construction,+188 other locations,bangalore
Tata Capital,4.0,NBFC |  +438 other locations,15700.0,3100.0,2007 (19 yrs old),NBFC,+438 other locations,bangalore
GlobalLogic,3.5,IT Services & Consulting |  +60 other locations,40500.0,46.0,2000 (26 yrs old),IT Services & Consulting,+60 other locations,bangalore
ICICI Lombard General Insurance Company,3.5,Insurance |  +311 other locations,23900.0,76.0,,Insurance,+311 other locations,bangalore
Standard Chartered,3.6,Banking |  +68 other locations,42000.0,76.0,1853 (173 yrs old),Banking,+68 other locations,bangalore
Mahindra Finance,3.9,NBFC |  +730 other locations,12000.0,390.0,1991 (35 yrs old),NBFC,+730 other locations,bangalore
PolicyBazaar,3.7,Internet |  +149 other locations,17100.0,434.0,,Internet,+149 other locations,bangalore
Bosch Global Software Technologies,3.7,IT Services & Consulting |  +47 other locations,39900.0,14.0,1997 (29 yrs old),IT Services & Consulting,+47 other locations,bangalore
Apollo Hospitals,4.1,Healthcare |  +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,+229 other locations,bangalore
UST,3.7,IT Services & Consulting |  +50 other locations,39400.0,142.0,,IT Services & Consulting,+50 other locations,bangalore
Ashok Leyland,4.0,Automobile |  +259 other locations,18700.0,76.0,1948 (78 yrs old),Automobile,+259 other locations,bangalore
Citicorp,3.7,Financial Services |  +68 other locations,51900.0,76.0,1997 (29 yrs old),Financial Services,+68 other locations,bangalore
Swiggy,3.7,Internet |  +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,+230 other locations,bangalore
Hero MotoCorp,4.1,Automobile |  +366 other locations,15700.0,76.0,1984 (42 yrs old),Automobile,+366 other locations,bangalore
